material_id,energy,energy_per_atom,band_gap,total_magnetization,0,1,2,3,4,5,6,7,8,9,10,11,12,13
mp-20465,-61.81579829,-5.151316524166666,0.0,0.0,17.0,2.0,-8.0,-3.0,6.0,2.0,6.5,-5.5,4.5,-1.5,3.358291734234207,-0.8716210308237209,2.489547130865371,0.0
mp-975639,-18.85991112,-4.71497778,0.0,9.94e-05,9.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,8.0,-0.0,4.407890307927757,-0.0,3.6516152674780846,0.0
mp-20549,-14.46894028,-3.61723507,0.0,1.3e-06,13.0,7.0,-3.0,-5.0,2.0,1.0,7.0,1.0,8.0,-4.0,4.1798509537352615,-0.7171490462647385,3.462701907470523,-0.0
mp-1198980,-230.9406316,-6.415017544444444,0.0,0.000131,12.5,3.5,-0.5,-3.5,18.0,-2.0,2.9,-1.9,6.5,0.5,3.4267832826845357,-0.1756659969141383,3.092618622765741,-0.009500494699453021
mp-1191262,-96.76923761,-4.398601709545455,0.0,3.655e-05,16.0,1.0,-6.0,-3.0,11.0,7.0,4.388888888888889,3.388888888888889,5.5,-3.5,3.6001979847473145,-0.7250249288892314,2.5978247566039587,0.029460517515645712
mp-30559,-195.60906423,-6.986038008214286,0.0,20.19831665,11.0,2.0,-1.0,-4.0,14.0,12.0,7.615384615384615,1.615384615384615,13.23076923076923,-10.76923076923077,4.0126071579011775,-1.652392841629054,3.3474194169058227,0.06234458075821303
mp-1018807,-39.68835758,-6.614726263333334,1.2587999999999995,9.45e-06,15.5,4.5,-6.5,-5.5,3.0,1.0,6.5,0.5,4.5,-1.5,3.282999653049174,-0.0,2.515271668869641,0.00010720193461311034
mp-542465,-206.44715425,-5.734643173611111,0.0,1.4125e-05,13.0,4.0,-4.0,-7.0,18.0,-2.0,3.1,-2.1,6.75,0.75,3.0682280722984725,-0.49672099863774566,3.0742746965540464,-0.01854029326584894
mp-1064814,-11.40721803,-2.8518045075,0.5863,2.99998,10.5,5.5,-4.5,-7.5,2.0,-0.0,9.5,0.5,5.0,-0.0,4.04708,-0.0,2.9156623523145813,-0.008238139402371614
mp-1985,-114.41653105,-8.172609360714286,3.191700000000001,0.0,16.5,0.5,-12.5,-0.5,7.0,1.0,8.75,0.75,3.5,-0.5,2.37929991760826,-0.02470008239174004,1.4478540791674848,0.0011444408145193652
mp-30522,-221.46200927,-6.9206877896875,0.0,2.5e-08,12.0,3.0,0.0,-3.0,16.0,-4.0,6.8,-0.7999999999999998,5.733333333333333,0.9333333333333336,3.681841095748827,0.26858069133447704,2.939727490953365,-0.012863240008000876
mp-1185815,-14.20787295,-3.5519682375,0.0,3.0519993,7.5,2.5,2.5,1.5,2.0,-1.0,8.666666666666666,3.3333333333333335,6.333333333333334,1.6666666666666665,3.994603569398066,0.9603354768952383,3.1124987197036127,-0.07823467286999675
mp-1064508,-7.7444203,-1.936105075,0.0,0.081624,10.0,5.0,-1.0,-4.0,2.0,-1.0,7.0,-1.0,8.0,4.0,5.016972588006224,0.8607764119937755,4.156196176012449,-0.0
mp-978846,-17.0277656,-2.837960933333333,1.2275999999999998,5e-08,20.5,1.5,-10.5,-1.5,3.0,1.0,6.5,4.5,4.5,-1.5,4.516156106761383,-0.19121889323861652,3.195611043173764,0.0006513308550943897
mp-975994,-15.20118909,-3.8002972725,0.0,0.3585529,6.5,2.5,2.5,0.5,2.0,1.0,7.0,1.0,8.0,-4.0,4.429123539477511,-0.7599174605224881,3.6692060789550234,-0.0
mp-705417,-152.77829142,-6.642534409565217,1.3916,45.9999995,15.0,3.0,-9.0,-5.0,11.5,0.5,10.242424242424242,0.42424242424242387,5.75,-0.25,2.895404209341292,-0.002095232296983829,2.1004927910986564,0.015794330074855978
mp-866189,-8.52408087,-2.8413602900000003,0.0,1.3641476,13.0,4.0,-2.0,-5.0,1.5,0.5,2.5,0.5,9.0,-3.0,3.2011783318222964,-0.24990070407401332,3.412399694215271,2.660223523021088e-06
mp-33154,-6.02570865,-2.0085695500000003,0.024599999999999955,0.0001219,19.0,3.0,-9.0,-3.0,1.5,0.5,7.0,1.0,3.0,-1.0,4.763962525483329,-0.34203713510469314,2.8543408585748495,4.471585102194808e-08
mp-1077157,-46.09464206,-7.682440343333333,0.0,6.5e-07,15.5,0.5,-7.5,-4.5,3.0,1.0,1.5,-0.5,6.0,-2.0,2.3639516945953485,-0.2781363054046513,2.1730763192158085,-0.0
mp-1039108,-20.99909843,-1.7499248691666667,0.0,3.975e-06,5.5,0.5,1.5,0.5,6.0,-2.0,6.0,-2.0,6.0,2.0,3.4037699645317714,0.06474654546822856,3.3708508472691756,-0.00481828685131358
mp-1183334,-9.93422648,-2.48355662,0.0,0.6052714,8.5,0.5,3.5,-0.5,2.0,-1.0,7.0,-1.0,8.0,4.0,4.843627245742244,0.8310397542577559,4.012591504084018,-4.0125995295348105e-06
mp-1205121,-88.15413574,-2.754816741875,0.24449999999999994,0.0,14.0,7.0,-2.0,-7.0,16.0,-0.0,2.25,-0.25,6.25,-0.0,3.776268493969306,-0.5839195635302095,4.065355144759274,-0.0012616439770702925
mp-2764,-70.70744807,-5.892287339166667,0.018299999999999983,6.666666666666667e-08,11.5,2.5,-1.5,-4.5,6.0,3.0,4.666666666666667,2.0,6.666666666666667,-3.333333333333333,2.9285764732557507,-0.3832830164579595,2.9468331714668867,0.0033474818087018132
mp-20735,-23.4349885,-5.858747125,0.0,2.838098,14.0,5.0,-3.0,-6.0,2.0,-1.0,7.0,-1.0,8.0,4.0,4.223296821316459,0.7246031786835407,3.4986936426329183,0.0
mp-1014910,-101.68113591,-8.4734279925,0.16340000000000005,0.0,13.5,3.5,-7.5,-5.5,6.0,2.0,4.75,0.75,3.0,-1.0,2.7044118325712465,-0.13037148635724938,1.6373036455570449,0.00921264862481308
mp-1185818,-11.69649084,-1.94941514,0.0,6.86e-05,12.5,7.5,-3.5,-4.5,3.0,-2.0,8.8,-0.7999999999999998,7.2,4.8,4.123551921210363,1.0287850787896373,3.1294914322208633,-0.01484921883160184
mp-13178,-29.31835128,-7.32958782,3.2676000000000007,0.0,16.5,0.5,-11.5,-1.5,2.0,0.0,6.0,0.0,5.0,0.0,2.5790162718966294,0.0,1.7493712975730447,0.0
mp-1189810,-84.62754484,-5.2892215525,0.0,0.00148045,16.0,5.0,-5.0,-4.0,8.0,4.0,6.0,3.0,6.083333333333333,-2.916666666666667,3.213213013775883,-0.03366064225736176,3.2893553684559587,0.10928676401937798
mp-1217883,-747.64661649,-6.922653856388889,0.0,0.0003355333333333334,13.5,2.5,-4.5,-5.5,54.0,15.0,4.012263099219621,0.42251950947603123,7.6761426978818275,-2.067447045707915,2.7617419524543076,-0.21747230005826834,2.8169884453710425,0.008912211809376736
mp-759920,-350.91253481,-8.997757302820514,0.0,0.10504003333333334,13.0,5.0,-7.0,-7.0,19.5,4.5,5.166666666666667,2.833333333333333,4.808333333333334,-1.0583333333333331,2.7154532661079616,-0.006494493357166453,2.0075544162703296,0.006725888282709036
mp-979262,-11.36972896,-2.84243224,0.0,1e-07,19.0,0.0,-11.0,0.0,2.0,0.0,6.0,0.0,8.0,-0.0,3.8111502552477194,-0.0,3.189610674377736,0.0
mp-11544,-33.77759427,-2.8147995225,0.0,0.0,14.5,5.5,-2.5,-5.5,6.0,-2.0,7.0,-1.0,5.75,1.25,4.133800398960187,0.4963786978130682,3.202065576789651,-0.06548799777761505
mp-927,-61.03655979,-5.0863799825,0.8231000000000002,0.0,16.5,1.5,-9.5,-2.5,6.0,2.0,1.75,0.75,3.75,-0.25,2.336327961844682,-0.14361133910530577,2.5858429075048837,0.2655163184559437
mp-1220323,-20.72565744,-10.36282872,0.0,5e-06,11.0,1.0,-1.0,-1.0,1.0,-0.0,4.0,-0.0,4.0,-0.0,2.7930012092371177,-0.0,2.7930012092371177,-0.0
mp-21965,-205.61223112,-4.196167982040816,0.008599999999999497,0.0,13.0,4.0,-5.0,-4.0,24.5,16.5,8.658536585365853,-1.3414634146341462,6.073170731707317,-3.926829268292683,3.888996661024029,-1.1418930651852932,2.59130915860241,0.07265387123588529
mp-752536,-95.95418346,-7.381091035384615,0.0,18.9999978,14.5,3.5,-8.5,-5.5,6.5,1.5,5.85,-1.35,4.5,-1.5,2.7515243594376075,-0.17598270503155544,1.9742889319862345,-0.030083493612556467
mp-1105896,-80.47148213,-5.029467633125,0.0,0.46987175,14.5,5.5,-2.5,-5.5,8.0,-2.0,4.4,-2.4,5.6,1.4,4.218920462326352,0.13538741586638636,3.524245121042976,-0.03425752514773506
mp-568722,-13.67779001,-2.2796316683333333,2.8548999999999998,4.285e-05,19.0,2.0,-10.0,-3.0,3.0,1.0,9.0,3.0,4.5,-1.5,3.938869721868792,-0.04612989942554835,2.7854491672529478,5.8010855230605785e-08
mp-1094956,-5.77996801,-1.4449920025,0.0,6.15e-06,10.5,5.5,-3.5,-4.5,2.0,-0.0,6.0,-0.0,6.0,-0.0,2.985878300848566,-0.0,2.9858796253124886,-0.0
mp-1067587,-38.26733134,-9.566832835,0.0,3e-07,14.5,3.5,-5.5,-6.5,2.0,-0.0,8.0,-0.0,6.0,-0.0,3.062028122699255,-2.220446049250313e-16,2.33822024504303,-0.0
mp-12087,-12.46682233,-4.155607443333333,0.0,0.0,17.0,2.0,-10.0,-3.0,1.5,-0.5,9.0,3.0,6.0,2.0,3.379899101058144,0.5798988989418563,2.424871199293648,-2.220446049250313e-16
mp-21484,-29.66338717,-7.4158467925,0.0,5.0063834,14.0,4.0,-3.0,-7.0,2.0,1.0,7.0,1.0,8.0,-4.0,3.4370828183672604,-0.5897101816327392,2.847372636734521,-0.0
mp-1001602,-90.36387414,-6.951067241538461,0.0,0.007677,13.5,1.5,-5.5,-5.5,6.5,5.5,8.5,-3.5,13.0,-11.0,3.4800632695746416,-1.7873407304253583,2.766353968215355,1.1475336103572431e-07
mp-568526,-7.48329973,-1.2472166216666667,0.0,1.15e-06,12.5,5.5,-1.5,-4.5,3.0,1.0,4.0,-0.0,9.0,-3.0,3.3904105844801173,-0.5502365648973817,3.391769736034769,3.2899309720946235e-08
mp-30577,-12.24589477,-1.0204912308333334,0.012299999999999978,1.5e-07,6.0,1.0,4.0,1.0,6.0,-2.0,5.0,-1.0,9.0,3.0,5.02118820713598,0.4971817928640214,5.3068430180566875,-0.0012495880664520342
mp-1094667,-28.58383253,-2.3819860441666667,0.0,2.866666666666667e-06,11.0,6.0,-4.0,-5.0,6.0,-0.0,6.666666666666667,-0.0,5.333333333333333,-0.0,2.9675669200798853,5.082049847615622e-07,2.9675684167342897,1.5719146473358592e-07
mp-1228656,-225.06029644,-4.412946989019608,0.0,0.0002844,13.0,5.0,-3.0,-7.0,25.5,17.5,4.1104651162790695,-0.38953488372093026,7.970930232558139,-4.529069767441861,4.152058204904156,-1.5957428135981089,3.77358582606958,0.11119909511099735
mp-1183230,-18.13518159,-4.5337953975,0.0,1.99e-05,9.5,0.5,3.5,0.5,2.0,-1.0,6.0,-2.0,8.0,4.0,4.368138364417659,0.743975635582339,3.624171210135284,-0.009360734521690839
mp-20438,-19.47007734,-9.73503867,0.0,5.9968666,15.5,5.5,-3.5,-7.5,1.0,-0.0,6.0,-0.0,8.0,-0.0,3.4855,-0.0,3.018531544890661,-0.0
mp-23241,-12.1403653,-6.07018265,0.0,1e-07,14.5,6.5,-3.5,-5.5,1.0,-0.0,12.0,-0.0,6.0,-0.0,4.426276318056385,-0.0,3.129850000952841,-0.0
mp-1198386,-317.68535605,-7.94213390125,0.0,5.6025e-05,13.5,2.5,-5.5,-4.5,20.0,-4.0,3.7083333333333335,-0.4583333333333335,5.0,1.0,3.5716821238704544,0.2656189507843405,2.693108280506273,-0.013372750821239565
mp-985303,-38.34151757,-4.79268969625,0.0,0.0395422,10.0,0.0,4.0,0.0,4.0,0.0,7.0,0.0,8.0,-0.0,4.653265620352515,-0.0,3.852030668424753,0.0
mp-1186327,-38.19694456,-9.54923614,0.0,4.85e-05,10.0,1.0,2.0,-1.0,2.0,1.0,8.666666666666666,-3.3333333333333335,6.333333333333334,-1.6666666666666665,4.1141222948092135,-0.9890687592276628,3.205628112984625,0.08057457740307483
mp-982557,-31.51237647,-3.93904705875,0.0,8.85e-06,13.0,4.0,-3.0,-6.0,4.0,2.0,7.0,-1.0,8.0,-4.0,3.5072534586773676,-0.7278235049754109,3.007984188410798,7.159295780656549e-06
mp-867164,-20.01563896,-5.00390974,0.0,7e-07,14.0,5.0,-3.0,-6.0,2.0,-1.0,7.0,-1.0,8.0,4.0,4.189981722044389,0.7188912779556107,3.471093915189636,-3.4711008574106472e-06
mp-1062989,-23.92435739,-7.974785796666667,0.0,3.84e-05,13.5,4.5,-5.5,-8.5,1.5,0.5,4.5,0.5,7.5,-2.5,2.8757614190372855,-0.3189685809627145,2.6133040119961466,0.034530522396145846
mp-1251148,-46.83966375,-5.85495796875,7.4676,0.0,17.5,1.5,-12.5,-2.5,4.0,2.0,3.0833333333333335,2.0833333333333335,3.75,-1.75,2.5957612663806104,-0.2540181839856266,1.8333353387287337,0.07073902284763656
mp-1094198,-17.13612497,-1.4280104141666667,0.0,2e-06,10.5,5.5,-3.5,-4.5,6.0,2.0,4.5,2.5,7.5,-2.5,2.9881035427676834,-2.897480963159893e-06,2.988103736335954,1.3911079541628624e-06
mp-1215231,-30.05640588,-10.01880196,0.0,3.4e-05,10.0,1.0,0.0,-1.0,1.5,0.5,5.0,1.0,3.0,-1.0,3.0187289986827235,-2.220446049250313e-16,3.0187266012977414,1.0062437987290451e-06
mp-1186214,-33.71843899,-8.4296097475,0.0,1.65e-05,12.5,2.5,-3.5,-3.5,2.0,-1.0,8.666666666666666,3.3333333333333335,6.333333333333334,1.6666666666666665,3.6805667787398835,0.8848384555062494,2.867808829484866,-0.072084233869115
mp-985302,-33.93061807,-4.24132725875,0.0,0.01586235,9.5,0.5,3.5,0.5,4.0,2.0,7.0,1.0,8.0,-4.0,4.723483967655549,-0.8252968465364872,3.8988349779231584,4.2288742634344345e-06
mp-28256,-108.18273727,-4.917397148636364,0.7207999999999997,0.0,14.5,5.5,-6.5,-5.5,11.0,7.0,1.0555555555555556,0.05555555555555558,5.0,-3.0,2.598173661561516,-0.24350463512737153,2.7005357995553667,0.16023731369943262
mp-21859,-26.30847786,-4.38474631,0.0,1.98e-05,17.0,2.0,-9.0,-2.0,3.0,1.0,1.5,-0.5,4.5,-1.5,3.1677097775090814,-0.5131282224909184,2.4531949257110215,-0.0
mp-1207457,-14.4467037,-2.4077839500000002,0.0,3.02e-05,17.0,1.0,-10.0,-2.0,3.0,-1.0,10.0,-2.0,3.0,1.0,4.2967179606618435,0.43405665876233623,2.36538730971209,-0.0
mp-31311,-96.6346963,-4.392486195454546,0.0,0.0,16.0,1.0,-6.0,-3.0,11.0,7.0,6.777777777777778,-1.2222222222222223,5.5,-3.5,3.5795935763209155,-0.8723492687798216,2.558183877188481,0.02124756874605227
mp-1186930,-42.26050847,-5.28256355875,0.0,0.000129,17.5,2.5,-7.5,-2.5,4.0,-2.0,7.0,-1.0,8.0,4.0,3.3063740767645404,0.5706141366333592,2.7293480803076875,-2.9466625364182875e-06
mp-1187637,-19.05618872,-4.76404718,0.0,1.0,14.0,5.0,-6.0,-9.0,2.0,1.0,6.0,2.0,8.0,-4.0,2.789114342160775,-0.48593965783922455,2.305281912906546,0.0021117842941116294
mp-1095508,-76.47198899,-6.372665749166667,0.0,1.72e-05,14.0,5.0,-5.0,-8.0,6.0,1.0,5.4,0.6000000000000001,5.485714285714286,-0.9142857142857146,3.5266688995220727,-0.14519466876920872,2.6227607029822977,0.011141841962398313
mp-1094438,-8.89792344,-1.48298724,0.0,2.5e-07,10.5,5.5,-3.5,-4.5,3.0,-1.0,7.5,-1.5,4.75,1.25,2.9881040232528715,-0.0,3.224530779674125,-0.2364330416268876
mp-30826,-212.64930504,-4.832938750909091,0.0,6.22e-05,17.5,2.5,-6.5,-1.5,22.0,-4.0,5.102564102564102,-0.4358974358974357,6.6239316239316235,0.9316239316239314,3.169850822521224,0.2817999551178134,2.8045371138013833,-0.014912494223846773
mp-1187682,-41.25327187,-5.15665898375,0.0,0.7578868,9.5,0.5,3.5,0.5,4.0,-2.0,7.0,-1.0,8.0,4.0,4.043655723838422,0.7077869751990942,3.3351158702629577,-4.678524499146519e-06
mp-672388,-23.19415117,-5.7985377925,0.0,5.465e-05,15.0,5.0,-2.0,-6.0,2.0,-0.0,4.0,-0.0,4.0,-0.0,3.623249807726863,-0.0,3.2138004879099142,-0.0
mp-1072852,-13.10178829,-2.183631381666667,0.0,4.05e-06,16.0,1.0,-9.0,2.0,3.0,-1.0,10.0,-2.0,3.0,1.0,4.278670988235857,0.4322335443238936,2.355452266279875,0.0
mp-976111,-16.67243448,-4.16810862,0.0,1.6e-06,19.0,1.0,-10.0,-0.0,2.0,-1.0,7.0,-1.0,8.0,4.0,3.765162281556207,0.6459997184437933,3.1191625631124134,-0.0
mp-20328,-110.79075811,-7.913625579285714,0.0,9.59825385,15.0,5.0,-4.0,-8.0,7.0,1.0,5.5,-2.5,7.0,-1.0,3.728799610482287,-0.38702351135582136,2.9771194654075863,9.138030332422886e-10
mp-1158,-23.80251238,-5.950628095,0.0,3.6e-06,12.0,3.0,-1.0,-4.0,2.0,1.0,7.0,1.0,8.0,-4.0,3.4346988437473334,-0.5893011562526664,2.845397687494667,0.0
mp-1186960,-29.82243997,-3.72780499625,0.0,0.00468255,20.0,0.0,-9.0,-0.0,4.0,-0.0,7.0,-0.0,8.0,0.0,4.0347864896876295,0.0,3.351284330698796,-0.0
mp-1543,-32.66247255,-5.4437454249999995,0.0,5e-08,17.0,1.0,-7.0,-3.0,3.0,1.0,1.5,-0.5,4.5,-1.5,2.708084567695166,-0.205915432304834,2.521866149407022,0.0
mp-1025170,-56.932967,-8.133281,0.0,6e-07,11.5,3.5,-5.5,-5.5,3.5,0.5,4.416666666666666,-2.9166666666666665,7.0,-1.0,2.2833884358912444,-0.6185521148437282,2.355030207058131,4.9662248578163926e-05
mp-1183083,-18.66378701,-4.6659467525,0.0,0.0002614,9.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,8.0,-4.0,4.6338443209043,-0.7932416790957018,3.8406090346190966,0.0030797219365201745
mp-1185113,-32.39566985,-4.04945873125,0.0,0.1430838,13.0,4.0,-2.0,-5.0,4.0,-2.0,6.0,-0.0,8.0,4.0,4.316975836335249,0.8357043489310048,3.5196873690675696,-4.753924814027144e-06
mp-1183223,-28.70142792,-3.58767849,0.0,7.62e-05,16.5,0.5,-7.5,2.5,4.0,2.0,7.0,1.0,8.0,-4.0,3.3545694930299472,-0.6008928023559883,2.756136759842321,3.6793877462582003e-06
mp-998981,-20.63985754,-5.159964385,0.0,2.27e-05,12.0,4.0,-5.0,-5.0,2.0,1.0,7.0,1.0,8.0,-4.0,3.3356866504385136,-0.5723133495614863,2.7633733008770274,-0.0
mp-11299,-2.1044887,-0.7014962333333333,0.0,3.2e-06,17.5,0.5,-6.5,0.5,1.5,-0.5,4.5,-0.5,7.5,2.5,3.40838700081866,0.5156129990694731,3.006579058740626,-0.12246605699667534
mp-1078584,-60.7218506,-7.590231325,0.0,3.88995275,14.0,3.0,-6.0,-3.0,4.0,-2.0,7.0,-1.0,8.0,4.0,3.105260762776237,0.5477919291238955,2.5779727574776015,-0.0004237578155217303
mp-1178414,-92.9526466,-7.746053883333333,0.49789999999999957,4.000000333333333,14.0,4.0,-8.0,-6.0,6.0,-0.0,4.333333333333333,-1.6666666666666667,4.0,-0.0,2.423062202197915,-0.07760889057352083,1.7606777244908285,0.002662989923916892
mp-1187998,-11.85684016,-2.96421004,0.0,3.8258099,9.5,0.5,3.5,0.5,2.0,-1.0,7.0,-1.0,8.0,4.0,4.015629076046654,0.6889769239533463,3.3266554787554394,-3.326662131986069e-06
mp-345,-17.47176347,-8.735881735,0.0,6.46e-05,12.5,2.5,-4.5,-6.5,1.0,0.0,12.0,0.0,6.0,0.0,3.266833323545763,0.0,2.309999997358092,0.0
mp-1187074,-27.04298427,-6.7607460675,0.0,0.0001493,14.5,4.5,-4.5,-8.5,2.0,-1.0,7.0,-1.0,8.0,4.0,4.173497912620897,0.7160630873791018,3.4574382826869936,-3.4574451974744846e-06
mp-1025418,-34.87697127,-4.35962140875,0.0,0.04431545,15.0,6.0,-4.0,-7.0,4.0,2.0,2.833333333333333,0.8333333333333333,6.0,-1.0,3.3072998537198366,-0.092244821674208,3.787475896085682,0.673377631740127
mp-30730,-76.50302286,-4.78143892875,0.0,2.55e-06,14.5,5.5,-2.5,-5.5,8.0,-2.0,4.4,-2.4,5.6,1.4,3.6452672265303563,0.13205916236004356,3.089483651886022,-0.02567946628089013
mp-974906,-40.1796821,-5.0224602625,0.0,4.1110686,15.0,4.0,-6.0,-3.0,4.0,2.0,7.0,1.0,8.0,-4.0,3.85305544481657,-0.7380752309271243,3.2034382680480213,4.812761530859078e-06
mp-569595,-17.52671571,-2.921119285,2.4116999999999997,0.0002763,21.0,1.0,-10.0,-2.0,3.0,1.0,9.0,3.0,4.5,-1.5,4.388325033323628,-0.17167481969774867,3.105388078520991,8.8912884610437e-08
mp-866076,-34.38311442,-4.2978893025,0.0,9.425e-05,13.0,4.0,-1.0,-4.0,4.0,2.0,7.0,1.0,8.0,-4.0,3.6454470960665066,-0.6908888677784721,3.0816685536295365,7.75050636314667e-06
mp-1074858,-63.09676888,-2.868034949090909,0.0,2.455e-05,11.0,6.0,-5.0,-6.0,11.0,-3.0,3.0535714285714284,-1.3035714285714284,3.803571428571429,0.4464285714285714,2.8975743136172056,-0.1849020941925994,3.1910059451123463,-0.1037296904245677
mp-1009696,-15.45707735,-7.728538675,0.0,1e-06,15.0,1.0,-8.0,-4.0,1.0,-0.0,12.0,-0.0,4.0,-0.0,3.2811692119636255,-0.0,2.009297582260216,-0.0
mp-1105966,-179.06330009,-8.9531650045,0.05900000000000016,13.99999945,15.0,6.0,-4.0,-7.0,10.0,2.0,5.5,-0.5,5.833333333333334,-1.1666666666666665,3.9105318087947163,-0.30953403547495983,3.1197437582932386,0.0009490368126268134
mp-1039381,-35.62797644,-2.9689980366666666,0.0,1.4971879,7.0,2.0,2.0,1.0,6.0,-2.0,4.5,-2.5,7.5,2.5,3.1814733997275333,4.60027246673711e-06,3.18147588738732,-4.2633907870737175e-07
mvc-14553,-29.86212491,-7.4655312275,0.0,1.69446565,14.5,2.5,-8.5,-4.5,2.0,-0.0,7.0,5.0,2.0,-0.0,2.840821467740125,0.480455384057217,1.7135870714757777,-0.0
mp-1207476,-131.40583619,-3.864877535,1.4943000000000004,0.00031535,17.0,1.0,-10.0,-2.0,17.0,3.0,2.4857142857142858,-0.08571428571428585,3.1571428571428575,-0.5571428571428572,2.933675550895269,-0.4722932424372075,2.6200518896079,0.0381729585212085
mp-569673,-47.15116057,-3.9292633808333335,0.0,0.4627165,15.5,6.5,-4.5,-7.5,6.0,2.0,5.25,2.25,4.5,-1.5,4.025143226486776,0.12151508690391521,3.1854924042926296,0.04143258689902818
mp-1179861,-8.66155434,-2.165388585,0.0,1.45e-06,10.5,6.5,-3.5,-5.5,2.0,-0.0,4.0,-2.0,5.0,-0.0,3.1775999301489977,-0.6412874345918744,3.217844016002136,-2.220446049250313e-16
mp-1863,-61.59474176,-5.132895146666667,1.4729999999999999,3e-07,18.0,1.0,-11.0,-0.0,6.0,-0.0,4.333333333333334,3.3333333333333335,3.0,-0.0,2.978391694687666,0.6421198320556791,2.3813571789119092,-0.0
mp-1195265,-2276.75387676,-7.905395405416666,5.710100000000001,1.5874999999999998e-06,17.5,0.5,-12.5,-1.5,144.0,48.0,5.0,1.0,3.0,-1.0,2.868961826638894,-0.24842127018894478,1.6211563956553985,0.001381281141918933
mp-1189834,-90.59386897,-5.662116810625,0.0,0.090563825,12.5,3.5,-0.5,-3.5,8.0,-4.0,6.0,-4.0,4.0,2.0,4.1434239711637995,0.4575821573417833,3.0021869036527318,-0.028141729863097265
mp-605,-54.57631965,-4.5480266375000005,0.1192000000000002,8.5e-07,15.0,6.0,-5.0,-6.0,6.0,4.0,2.0,-0.0,5.6,-2.4,3.444753897797205,-0.5349461022027948,3.3169501921428726,0.3699530377743787
mp-1074110,-85.2857983,-3.8766271954545455,0.0,2.3e-06,11.0,6.0,-5.0,-6.0,11.0,3.0,3.991071428571429,-0.1339285714285714,5.955357142857142,-1.1696428571428572,2.7500903506949506,-0.3394962144718532,2.7579247464323684,0.05532250606759859
mp-1019055,-54.24789239,-9.041315398333333,0.0,2e-06,15.0,2.0,-7.0,-6.0,3.0,1.0,1.5,-0.5,6.0,-2.0,2.0483825120416927,-0.5956174879583073,2.1996601677986534,-0.0
mp-1016048,-827.64862552,-8.621339849166667,0.1477999999999997,0.0,13.5,3.5,-7.5,-5.5,48.0,16.0,5.0,1.0,3.0,-1.0,2.8010942002051764,-0.22216067974550624,1.5981698217576024,0.004450223532193598
mp-505595,-185.22021027,-6.615007509642857,0.3681000000000001,1.00001135,15.0,3.0,-9.0,-5.0,14.0,2.0,5.854166666666666,1.5208333333333335,4.375,-0.625,2.8475854174180197,-0.08391480517386118,1.9983617255384716,0.02580269203343244
mp-557723,-275.04458326,-7.6401273127777785,3.5612999999999997,0.0,17.5,0.5,-12.5,-1.5,18.0,6.0,2.5,0.5,3.0,-1.0,2.561755173805695,-0.2920812890603417,1.5978236067355778,0.011029645145189115
mp-547074,-46.6035142,-7.767252366666667,0.8715000000000002,0.0,13.5,4.5,-7.5,-6.5,3.0,1.0,6.5,4.5,4.5,-1.5,2.7108567719660925,-0.0844080980339077,1.9177941986517075,-0.0
mp-1185171,-73.14382776,-9.14297847,0.0,3.466426,9.5,0.5,3.5,0.5,4.0,2.0,4.0,-2.0,8.0,-4.0,3.8926969230255635,-0.8351471832285149,3.2457403056237153,3.7279754530050724e-06
mp-1217705,-25.71933062,-5.1438661240000005,0.0,4.22e-05,13.5,4.5,-3.5,-6.5,2.5,0.5,6.333333333333334,-1.6666666666666665,7.5,-1.5,3.6777808779753514,-0.6032009790058253,3.345076041092506,-1.0166494535113202e-08
mp-568841,-112.35570694,-8.025407638571428,0.0,13.00000035,15.5,5.5,-3.5,-7.5,7.0,1.0,5.5,-2.5,7.0,-1.0,3.953234184186177,-0.445458131649731,3.251695187236109,1.8725725636770107e-08
mp-2503,-106.2216107,-4.828255031818181,0.0,0.0,17.5,2.5,-8.5,-3.5,11.0,-3.0,5.285714285714286,0.7142857142857144,3.928571428571429,1.0714285714285714,3.1549795688359565,0.3769181674453801,2.4542935473192014,-0.0014527724397275232
mp-982385,-283.61005774,-8.862814304375,0.0,10.999955625,14.5,4.5,-4.5,-8.5,16.0,4.0,7.133333333333333,-1.5333333333333332,6.133333333333333,-1.5333333333333337,3.5563598332163595,-0.4129292205727819,2.759311405119645,0.01588496984708887
mp-30366,-44.91235113,-2.807021945625,0.0,4.0625e-05,11.5,5.5,-1.5,-3.5,8.0,-4.0,6.333333333333333,-4.333333333333333,4.0,2.0,4.236972286812898,0.4981040163425223,3.0622256237058436,-0.028506614841476097
mp-1228120,-19.99406013,-3.9988120260000004,0.0,0.000272,16.5,0.5,-10.5,-0.5,2.5,-1.5,8.25,-2.25,4.5,1.5,2.6106720358448783,1.414213526285124e-07,3.088457970751223,-0.47778607632769754
mp-1074344,-87.45722767,-3.123472416785714,0.0,0.001732425,11.0,6.0,-5.0,-6.0,14.0,-2.0,3.1354166666666665,-1.3020833333333335,4.645833333333334,0.7708333333333335,2.6659176498136015,-0.29319343792492014,2.6770362504309837,-0.009632848641892622
